ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
41231957,DIECI,228,EAST 10 STREET,10003,2123879545,Japanese,4/2/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",39,4/2/2013,11/14/2014,Cycle Inspection / Re-inspection,40.728972,-73.985477,06C-04L
41433265,WA JEAL,1588,2 AVENUE,10028,2123963339,Chinese,2/20/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,2/20/2013,11/14/2014,Cycle Inspection / Re-inspection,40.77538,-73.953195,04L-06C-04M
41350556,KAMBI RAMEN,351,EAST 14 STREET,10003,2122281366,Japanese,11/22/2011,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,39,11/22/2011,11/14/2014,Cycle Inspection / Re-inspection,40.731679,-73.982775,05D-02G-04A
50000380,BAWARCHI INDIAN CUISINE,1546,MADISON AVENUE,10029,2122897700,Indian,7/17/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,7/17/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.792802,-73.950413,04L-06A-02G
41645858,EL PARAISO,149,WEST 14 STREET,10011,3478202228,Chinese,2/14/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,39,2/14/2013,11/14/2014,Cycle Inspection / Re-inspection,40.738485,-73.998849,06F-04L-04J
41625232,FORCELLA,334,BOWERY,10012,2124663300,Italian,5/21/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,39,5/21/2014,11/14/2014,Cycle Inspection / Re-inspection,40.726054,-73.992295,04A-06A-02G
40849849,FAMOUS BEN'S PIZZA OF SOHO,177,SPRING STREET,10012,2129664494,Pizza,12/6/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",39,12/6/2012,11/14/2014,Cycle Inspection / Re-inspection,40.724973,-74.002376,06D-04L
41662070,THE LITTLE PRINCE,199,PRINCE STREET,10012,2123350566,French,7/23/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",39,7/23/2014,11/14/2014,Cycle Inspection / Re-inspection,40.726854,-74.002738,04N-04L-06C
41577301,COPPELIA CUBAN LUNCHEONETTE,207,WEST   14 STREET,10011,2128585001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/11/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",39,4/11/2013,11/14/2014,Cycle Inspection / Re-inspection,40.738975,-73.999939,04N-02H
41706772,CHANDNI RESTAURANT,13,WEST   29 STREET,10001,2126864456,Indian,3/14/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",39,3/14/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.745864,-73.987842,06C-04H-06F
41565555,A.G KITCHEN,269,COLUMBUS AVENUE,10023,2128739400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/12/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",39,9/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.777683,-73.978352,06C-04L-04N
41466567,LA CERVECERIA,65,2 AVENUE,10003,2127776965,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/3/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,39,1/3/2013,11/14/2014,Cycle Inspection / Re-inspection,40.726064,-73.989779,04M-04C
41637061,YN,227,MOTT STREET,10012,2122263330,Italian,5/2/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",39,5/2/2013,11/14/2014,Cycle Inspection / Re-inspection,40.722487,-73.995315,06C-04L
41385081,KEFI,505,COLUMBUS AVENUE,10024,2128730200,Greek,10/18/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,10/18/2012,11/14/2014,Cycle Inspection / Re-inspection,40.785293,-73.972622,04L-02G
41120220,NEW LUCK GARDEN CHINESE RESTAURANT,1954,AMSTERDAM AVENUE,10032,2122835533,Chinese,4/14/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,39,4/14/2011,11/14/2014,Cycle Inspection / Re-inspection,40.832877,-73.942335,04M-02B-04J
41700930,CHOPITA,844,2 AVENUE,10017,2124997482,Mediterranean,10/28/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,10/28/2013,11/14/2014,Cycle Inspection / Re-inspection,40.751574,-73.970671,04L-02B-04J
41517953,JAMBA JUICE,,PENN STATION,10001,2122444462,American,5/15/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",39,5/15/2013,11/14/2014,Cycle Inspection / Re-inspection,40.750434,-73.992119,04N
40997810,TRATTORIA TOSCANA,64,CARMINE STREET,10014,2126758736,Italian,8/26/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,39,8/26/2011,11/14/2014,Cycle Inspection / Re-inspection,40.729765,-74.004263,04M-04L-06D
40821641,SEO JAPANESE RESTAURANT,249,EAST   49 STREET,10017,2123557722,Japanese,1/13/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40,1/13/2014,11/14/2014,Cycle Inspection / Re-inspection,40.75456,-73.969415,06D-02B
40386515,KARAVAS PIZZA N PITA,108,7 AVENUE SOUTH,10014,2128076892,Pizza,2/20/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,2/20/2013,11/14/2014,Cycle Inspection / Re-inspection,40.733443,-74.003183,04H-06A
40385606,SUSHIDEN,19,EAST   49 STREET,10017,2127582700,Japanese,6/4/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40,6/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.757545,-73.976335,06C-06E-06D
41386982,HAPPY WOK RESTAURANT,2033,1 AVENUE,10029,2128289666,Chinese,8/7/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,8/7/2013,11/14/2014,Cycle Inspection / Re-inspection,40.788966,-73.940932,04L-04H-04M
41523593,EDI & THE WOLF,102-104,AVENUE C,10009,2125981040,German,6/13/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,6/13/2012,11/14/2014,Cycle Inspection / Re-inspection,40.723832,-73.978686,04L-04C
41478031,GUY & GALLARD,240,WEST 40 STREET,10018,2123021028,American,12/5/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40,12/5/2013,11/14/2014,Cycle Inspection / Re-inspection,40.755211,-73.989566,06C-04D
41378319,L'ARTUSI,228,WEST   10 STREET,10014,2122555757,American,6/21/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,6/21/2011,11/14/2014,Cycle Inspection / Re-inspection,40.733785,-74.005139,04H-06D
40918355,NEELY'S BARBECUE PARLOR/MERCHANTS,1125,1 AVENUE,10065,2128321551,Barbecue,2/12/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,2/12/2013,11/14/2014,Cycle Inspection / Re-inspection,40.761466,-73.961101,04L-02H
40369753,VIAND CAFE,1011,MADISON AVENUE,10075,2122498250,American,11/21/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,11/21/2012,11/14/2014,Cycle Inspection / Re-inspection,40.775719,-73.962333,04H-02B
41327462,AMERICA GOURMET FOOD,831,6 AVENUE,10001,2128689790,Delicatessen,1/3/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,1/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.746673,-73.990391,04L-06C
41602974,ZUTTO,77,HUDSON STREET,10013,2122333287,Japanese,5/3/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,5/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.718481,-74.00908,04H-06G-04A
41399985,DUNKIN DONUTS,523525,8 AVENUE,10018,2122160997,Donuts,8/8/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40,8/8/2011,11/14/2014,Cycle Inspection / Re-inspection,40.75219,-73.993464,04N-06C-02G
40396231,DELMONICO GOURMET,375,LEXINGTON AVENUE,10017,2126610150,American,8/11/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,8/11/2011,11/14/2014,Cycle Inspection / Re-inspection,40.750869,-73.976064,04L-06F-04M
41184912,PLAZA DELI,127,JOHN STREET,10038,2129437735,Delicatessen,4/25/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,40,4/25/2014,11/14/2014,Cycle Inspection / Re-inspection,40.707361,-74.004762,06F-06D-04C
40994965,SAMBUCA'S CAFE,105,MULBERRY STREET,10013,2124310408,Italian,11/25/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,40,11/25/2013,11/14/2014,Cycle Inspection / Re-inspection,40.717431,-73.998547,04M-05D
41391794,BEST PIZZA ON 1ST.,1038,1 AVENUE,10022,2126448400,Pizza,12/15/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40,12/15/2011,11/14/2014,Cycle Inspection / Re-inspection,40.757956,-73.962922,06D-04J
41372373,HERB'N KITCHEN & LOBBY LOUNGE @ HILTON HOTEL,1335,AVENUE OF THE AMERICAS,10019,2125867000,American,10/4/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,10/4/2012,11/14/2014,Cycle Inspection / Re-inspection,40.762475,-73.979094,04H
41466358,WOLFGANG'S STEAKHOUSE,200,EAST   54 STREET,10022,2125889653,Steak,1/15/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",40,1/15/2014,11/14/2014,Cycle Inspection / Re-inspection,40.757981,-73.969018,04H-04L
40384757,MISHIMA RESTAURANT,164,LEXINGTON AVENUE,10016,2125329596,Japanese,6/20/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40,6/20/2011,11/14/2014,Cycle Inspection / Re-inspection,40.744147,-73.981605,04J-02G
41548279,BURRO BORRACHO TAQUERIA,251,CHURCH STREET,10013,2122193299,Mexican,7/5/2011,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,40,7/5/2011,11/14/2014,Cycle Inspection / Re-inspection,40.717789,-74.005389,04K-02G
41706596,CAFE TODAY,575,LEXINGTON AVENUE,10022,2123083206,American,9/30/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,40,9/30/2014,11/14/2014,Cycle Inspection / Re-inspection,40.757287,-73.97128,04M-06C
41470527,HEAVEN'S HOT BAGEL,283,EAST HOUSTON STREET,10002,2124207566,Bagels/Pretzels,6/27/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40,6/27/2013,11/14/2014,Cycle Inspection / Re-inspection,40.7213,-73.984359,04J-06F
41138498,NEW YORK BURGER CO,678,6 AVENUE,10010,2122291404,Hamburgers,4/4/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40,4/4/2014,11/14/2014,Cycle Inspection / Re-inspection,40.741637,-73.99331,04N-06E
