,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,Address,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41590649,ENTHAICE,MANHATTAN,1598,3 AVENUE,10128,2122891888,Thai,2/28/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"1598 3 AVENUE, New York City, NY 10128",40,C,2/28/2012,11/14/2014,Cycle Inspection / Re-inspection
41327462,AMERICA GOURMET FOOD,MANHATTAN,831,6 AVENUE,10001,2128689790,Delicatessen,1/3/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"831 6 AVENUE, New York City, NY 10001",40,C,1/3/2012,11/14/2014,Cycle Inspection / Re-inspection
40655028,SNACKS-N-WHEELS,MANHATTAN,625,8 AVENUE,10018,2125642814,American,11/2/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"625 8 AVENUE, New York City, NY 10018",40,C,11/2/2011,11/14/2014,Cycle Inspection / Re-inspection
41459809,AMICI 36,MANHATTAN,519,8 AVENUE,10018,2122797070,American,7/13/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"519 8 AVENUE, New York City, NY 10018",40,C,7/13/2012,11/14/2014,Cycle Inspection / Re-inspection
40602783,EL TINA FISH MARKET & SEAFOOD RESTAURANT,MANHATTAN,500,WEST  207 STREET,10034,2125698838,Seafood,12/20/2011,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.","500 WEST  207 STREET, New York City, NY 10034",40,C,12/20/2011,11/14/2014,Cycle Inspection / Re-inspection
41523593,EDI & THE WOLF,MANHATTAN,102-104,AVENUE C,10009,2125981040,German,6/13/2012,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,"102-104 AVENUE C, New York City, NY 10009",40,C,6/13/2012,11/14/2014,Cycle Inspection / Re-inspection
40369753,VIAND CAFE,MANHATTAN,1011,MADISON AVENUE,10075,2122498250,American,11/21/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","1011 MADISON AVENUE, New York City, NY 10075",40,C,11/21/2012,11/14/2014,Cycle Inspection / Re-inspection
41459809,AMICI 36,MANHATTAN,519,8 AVENUE,10018,2122797070,American,7/13/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"519 8 AVENUE, New York City, NY 10018",40,C,7/13/2012,11/14/2014,Cycle Inspection / Re-inspection
41602974,ZUTTO,MANHATTAN,77,HUDSON STREET,10013,2122333287,Japanese,5/3/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","77 HUDSON STREET, New York City, NY 10013",40,C,5/3/2012,11/14/2014,Cycle Inspection / Re-inspection
41399985,DUNKIN DONUTS,MANHATTAN,523525,8 AVENUE,10018,2122160997,Donuts,8/8/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","523525 8 AVENUE, New York City, NY 10018",40,C,8/8/2011,11/14/2014,Cycle Inspection / Re-inspection
41590649,ENTHAICE,MANHATTAN,1598,3 AVENUE,10128,2122891888,Thai,2/28/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","1598 3 AVENUE, New York City, NY 10128",40,C,2/28/2012,11/14/2014,Cycle Inspection / Re-inspection
40931972,88 PALACE RESTAURANT,MANHATTAN,88,EAST BROADWAY,10002,2129418886,Chinese,11/17/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"88 EAST BROADWAY, New York City, NY 10002",40,C,11/17/2011,11/14/2014,Cycle Inspection / Re-inspection
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017,2126610150,American,8/11/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"375 LEXINGTON AVENUE, New York City, NY 10017",40,C,8/11/2011,11/14/2014,Cycle Inspection / Re-inspection
40821641,SEO JAPANESE RESTAURANT,MANHATTAN,249,EAST   49 STREET,10017,2123557722,Japanese,1/13/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,"249 EAST   49 STREET, New York City, NY 10017",40,C,1/13/2014,11/14/2014,Cycle Inspection / Re-inspection
41327462,AMERICA GOURMET FOOD,MANHATTAN,831,6 AVENUE,10001,2128689790,Delicatessen,1/3/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","831 6 AVENUE, New York City, NY 10001",40,C,1/3/2012,11/14/2014,Cycle Inspection / Re-inspection
41459809,AMICI 36,MANHATTAN,519,8 AVENUE,10018,2122797070,American,7/13/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"519 8 AVENUE, New York City, NY 10018",40,C,7/13/2012,11/14/2014,Cycle Inspection / Re-inspection
41697314,THIRD AVENUE ALE HOUSE,MANHATTAN,1644,3 AVENUE,10128,6465599131,American,5/5/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"1644 3 AVENUE, New York City, NY 10128",40,C,5/5/2014,11/14/2014,Cycle Inspection / Re-inspection
40885816,DANNY'S DELI,MANHATTAN,224,WEST   47 STREET,10036,2129211200,Delicatessen,4/4/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","224 WEST   47 STREET, New York City, NY 10036",40,C,4/4/2012,11/14/2014,Cycle Inspection / Re-inspection
41184912,PLAZA DELI,MANHATTAN,127,JOHN STREET,10038,2129437735,Delicatessen,4/25/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,"127 JOHN STREET, New York City, NY 10038",40,C,4/25/2014,11/14/2014,Cycle Inspection / Re-inspection
41378319,L'ARTUSI,MANHATTAN,228,WEST   10 STREET,10014,2122555757,American,6/21/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","228 WEST   10 STREET, New York City, NY 10014",40,C,6/21/2011,11/14/2014,Cycle Inspection / Re-inspection
40994965,SAMBUCA'S CAFE,MANHATTAN,105,MULBERRY STREET,10013,2124310408,Italian,11/25/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"105 MULBERRY STREET, New York City, NY 10013",40,C,11/25/2013,11/14/2014,Cycle Inspection / Re-inspection
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022,2126448400,Pizza,12/15/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","1038 1 AVENUE, New York City, NY 10022",40,C,12/15/2011,11/14/2014,Cycle Inspection / Re-inspection
41372373,HERB'N KITCHEN & LOBBY LOUNGE @ HILTON HOTEL,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American,10/4/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","1335 AVENUE OF THE AMERICAS, New York City, NY 10019",40,C,10/4/2012,11/14/2014,Cycle Inspection / Re-inspection
41372373,HERB'N KITCHEN & LOBBY LOUNGE @ HILTON HOTEL,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American,10/4/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"1335 AVENUE OF THE AMERICAS, New York City, NY 10019",40,C,10/4/2012,11/14/2014,Cycle Inspection / Re-inspection
40367534,MR BROADWAY KOSHER RESTAURANT,MANHATTAN,1372,BROADWAY,10018,2129212152,Jewish/Kosher,10/15/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"1372 BROADWAY, New York City, NY 10018",40,C,10/15/2012,11/14/2014,Cycle Inspection / Re-inspection
41399985,DUNKIN DONUTS,MANHATTAN,523525,8 AVENUE,10018,2122160997,Donuts,8/8/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","523525 8 AVENUE, New York City, NY 10018",40,C,8/8/2011,11/14/2014,Cycle Inspection / Re-inspection
40602783,EL TINA FISH MARKET & SEAFOOD RESTAURANT,MANHATTAN,500,WEST  207 STREET,10034,2125698838,Seafood,12/20/2011,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,"500 WEST  207 STREET, New York City, NY 10034",40,C,12/20/2011,11/14/2014,Cycle Inspection / Re-inspection
40994965,SAMBUCA'S CAFE,MANHATTAN,105,MULBERRY STREET,10013,2124310408,Italian,11/25/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,"105 MULBERRY STREET, New York City, NY 10013",40,C,11/25/2013,11/14/2014,Cycle Inspection / Re-inspection
40931972,88 PALACE RESTAURANT,MANHATTAN,88,EAST BROADWAY,10002,2129418886,Chinese,11/17/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","88 EAST BROADWAY, New York City, NY 10002",40,C,11/17/2011,11/14/2014,Cycle Inspection / Re-inspection
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022,2126448400,Pizza,12/15/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","1038 1 AVENUE, New York City, NY 10022",40,C,12/15/2011,11/14/2014,Cycle Inspection / Re-inspection
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022,2126448400,Pizza,12/15/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","1038 1 AVENUE, New York City, NY 10022",40,C,12/15/2011,11/14/2014,Cycle Inspection / Re-inspection
40885816,DANNY'S DELI,MANHATTAN,224,WEST   47 STREET,10036,2129211200,Delicatessen,4/4/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","224 WEST   47 STREET, New York City, NY 10036",40,C,4/4/2012,11/14/2014,Cycle Inspection / Re-inspection
40994965,SAMBUCA'S CAFE,MANHATTAN,105,MULBERRY STREET,10013,2124310408,Italian,11/25/2013,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,"105 MULBERRY STREET, New York City, NY 10013",40,C,11/25/2013,11/14/2014,Cycle Inspection / Re-inspection
40931972,88 PALACE RESTAURANT,MANHATTAN,88,EAST BROADWAY,10002,2129418886,Chinese,11/17/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","88 EAST BROADWAY, New York City, NY 10002",40,C,11/17/2011,11/14/2014,Cycle Inspection / Re-inspection
40367534,MR BROADWAY KOSHER RESTAURANT,MANHATTAN,1372,BROADWAY,10018,2129212152,Jewish/Kosher,10/15/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"1372 BROADWAY, New York City, NY 10018",40,C,10/15/2012,11/14/2014,Cycle Inspection / Re-inspection
40369753,VIAND CAFE,MANHATTAN,1011,MADISON AVENUE,10075,2122498250,American,11/21/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","1011 MADISON AVENUE, New York City, NY 10075",40,C,11/21/2012,11/14/2014,Cycle Inspection / Re-inspection
40931972,88 PALACE RESTAURANT,MANHATTAN,88,EAST BROADWAY,10002,2129418886,Chinese,11/17/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","88 EAST BROADWAY, New York City, NY 10002",40,C,11/17/2011,11/14/2014,Cycle Inspection / Re-inspection
40821641,SEO JAPANESE RESTAURANT,MANHATTAN,249,EAST   49 STREET,10017,2123557722,Japanese,1/13/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"249 EAST   49 STREET, New York City, NY 10017",40,C,1/13/2014,11/14/2014,Cycle Inspection / Re-inspection
41602974,ZUTTO,MANHATTAN,77,HUDSON STREET,10013,2122333287,Japanese,5/3/2012,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,"77 HUDSON STREET, New York City, NY 10013",40,C,5/3/2012,11/14/2014,Cycle Inspection / Re-inspection
41466358,WOLFGANG'S STEAKHOUSE,MANHATTAN,200,EAST   54 STREET,10022,2125889653,Steak,1/15/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","200 EAST   54 STREET, New York City, NY 10022",40,C,1/15/2014,11/14/2014,Cycle Inspection / Re-inspection
40384757,MISHIMA RESTAURANT,MANHATTAN,164,LEXINGTON AVENUE,10016,2125329596,Japanese,6/20/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","164 LEXINGTON AVENUE, New York City, NY 10016",40,C,6/20/2011,11/14/2014,Cycle Inspection / Re-inspection
